date,location,total_cases
06/12/2021,Australia,220555
06/12/2021,Egypt,364033
06/12/2021,United Kingdom,10534582
06/12/2021,United States,49317808
06/12/2021,Hungary,1157568
06/12/2021,Japan,1727283
06/12/2021,Greenland,1621
06/12/2021,South Africa,3038075
06/12/2021,India,34648383
07/12/2021,China,99371
07/12/2021,Chile,1775212
07/12/2021,Australia,222260
07/12/2021,Egypt,364922
07/12/2021,United Kingdom,10579815
07/12/2021,United States,49431159
07/12/2021,Hungary,1161879
07/12/2021,Japan,1727382
07/12/2021,Greenland,1663
07/12/2021,South Africa,3051222
07/12/2021,India,34656822
08/12/2021,China,99454
08/12/2021,Chile,1776599
08/12/2021,Australia,223914
08/12/2021,Egypt,365831
08/12/2021,United Kingdom,10630676
08/12/2021,United States,49581151
08/12/2021,Hungary,1168728
08/12/2021,Japan,1727504
08/12/2021,Greenland,1746
08/12/2021,South Africa,3071064
08/12/2021,India,34666241
09/12/2021,China,99517
09/12/2021,Chile,1778370
09/12/2021,Australia,225625
09/12/2021,Egypt,366634
09/12/2021,United Kingdom,10680896
09/12/2021,United States,49705711
09/12/2021,Hungary,1176038
09/12/2021,Japan,1727658
09/12/2021,Greenland,1774
09/12/2021,South Africa,3093452
09/12/2021,India,34674643
10/12/2021,China,99604
10/12/2021,Chile,1778370
10/12/2021,Australia,227382
10/12/2021,Egypt,367456
10/12/2021,United Kingdom,10739324
10/12/2021,United States,49863878
10/12/2021,Hungary,1182922
10/12/2021,Japan,1727794
10/12/2021,Greenland,1774
10/12/2021,South Africa,3112469
10/12/2021,India,34682633
11/12/2021,China,99679
11/12/2021,Chile,1781227
11/12/2021,Australia,228925
11/12/2021,Egypt,368335
11/12/2021,United Kingdom,10791770
11/12/2021,United States,49920712
11/12/2021,Hungary,1182922
11/12/2021,Japan,1727925
11/12/2021,Greenland,1813
11/12/2021,South Africa,3129622
11/12/2021,India,34690510
12/12/2021,China,99780
12/12/2021,Chile,1782804
12/12/2021,Australia,230768
12/12/2021,Egypt,369198
12/12/2021,United Kingdom,10840038
12/12/2021,United States,49973046
12/12/2021,Hungary,1182922
12/12/2021,Japan,1728023
12/12/2021,Greenland,1831
12/12/2021,South Africa,3167497
12/12/2021,India,34697860
13/12/2021,China,99856
13/12/2021,Chile,1784165
13/12/2021,Australia,232738
13/12/2021,Egypt,369198
13/12/2021,United Kingdom,10894149
13/12/2021,United States,50158136
13/12/2021,Hungary,1198939
13/12/2021,Japan,1728090
13/12/2021,Greenland,1876
13/12/2021,South Africa,3180785
13/12/2021,India,34703644
14/12/2021,China,99925
14/12/2021,Chile,1785124
14/12/2021,Australia,235547
14/12/2021,Egypt,370819
14/12/2021,United Kingdom,10953388
14/12/2021,United States,50273275
14/12/2021,Hungary,1202514
14/12/2021,Japan,1728218
14/12/2021,Greenland,1876
14/12/2021,South Africa,3204642
14/12/2021,India,34710628
15/12/2021,China,100000
15/12/2021,Chile,1786184
15/12/2021,Australia,238970
15/12/2021,Egypt,371698
15/12/2021,United Kingdom,11031303
15/12/2021,United States,50416929
15/12/2021,Hungary,1208020
15/12/2021,Japan,1728377
15/12/2021,Greenland,1917
15/12/2021,South Africa,3231031
15/12/2021,India,34718602
16/12/2021,China,100076
16/12/2021,Chile,1787676
16/12/2021,Australia,242772
16/12/2021,Egypt,372599
16/12/2021,United Kingdom,11119069
16/12/2021,United States,50558750
16/12/2021,Hungary,1213318
16/12/2021,Japan,1728540
16/12/2021,Greenland,1937
16/12/2021,South Africa,3255816
16/12/2021,India,34726049
17/12/2021,China,100201
17/12/2021,Chile,1789109
17/12/2021,Australia,246789
17/12/2021,Egypt,373509
17/12/2021,United Kingdom,11211811
17/12/2021,United States,50751454
17/12/2021,Hungary,1218295
17/12/2021,Japan,1728701
17/12/2021,Greenland,1969
17/12/2021,South Africa,3276529
17/12/2021,India,34726049
18/12/2021,China,100284
18/12/2021,Chile,1790524
18/12/2021,Australia,250651
18/12/2021,Egypt,374411
18/12/2021,United Kingdom,11301092
18/12/2021,United States,50831224
18/12/2021,Hungary,1218295
18/12/2021,Japan,1728880
18/12/2021,Greenland,1969
18/12/2021,South Africa,3292609
18/12/2021,India,34733194
19/12/2021,China,100386
19/12/2021,Chile,1791776
19/12/2021,Australia,254682
19/12/2021,Egypt,375330
19/12/2021,United Kingdom,11383275
19/12/2021,United States,50920579
19/12/2021,Hungary,1218295
19/12/2021,Japan,1729030
19/12/2021,Greenland,1969
19/12/2021,South Africa,3308074
19/12/2021,India,34746838
20/12/2021,China,100467
20/12/2021,Chile,1792902
20/12/2021,Australia,259174
20/12/2021,Egypt,376233
20/12/2021,United Kingdom,11475197
20/12/2021,United States,51160283
20/12/2021,Hungary,1228400
20/12/2021,Japan,1729139
20/12/2021,Greenland,1969
20/12/2021,South Africa,3316585
20/12/2021,India,34752164
21/12/2021,China,100545
21/12/2021,Chile,1793786
21/12/2021,Australia,264705
21/12/2021,Egypt,377081
21/12/2021,United Kingdom,11564446
21/12/2021,United States,51339723
21/12/2021,Hungary,1230385
21/12/2021,Japan,1729357
21/12/2021,Greenland,1969
21/12/2021,South Africa,3332008
21/12/2021,India,34758481
22/12/2021,China,100644
22/12/2021,Chile,1794750
22/12/2021,Australia,273062
22/12/2021,Egypt,377960
22/12/2021,United Kingdom,11670050
22/12/2021,United States,51583455
22/12/2021,Hungary,1233744
22/12/2021,Japan,1729577
22/12/2021,Greenland,2182
22/12/2021,South Africa,3353106
22/12/2021,India,34765976
23/12/2021,China,100731
23/12/2021,Chile,1796232
23/12/2021,Australia,281280
23/12/2021,Egypt,378843
23/12/2021,United Kingdom,11792793
23/12/2021,United States,51853199
23/12/2021,Hungary,1237330
23/12/2021,Japan,1729824
23/12/2021,Greenland,2249
23/12/2021,South Africa,3374262
23/12/2021,India,34772626
24/12/2021,China,100871
24/12/2021,Chile,1797631
24/12/2021,Australia,291135
24/12/2021,Egypt,379654
24/12/2021,United Kingdom,11914529
24/12/2021,United States,52101937
24/12/2021,Hungary,1237330
24/12/2021,Japan,1730084
24/12/2021,Greenland,2249
24/12/2021,South Africa,3393109
24/12/2021,India,34779815
25/12/2021,China,100917
25/12/2021,Chile,1799125
25/12/2021,Australia,300594
25/12/2021,Egypt,380520
25/12/2021,United Kingdom,12036790
25/12/2021,United States,52188682
25/12/2021,Hungary,1237330
25/12/2021,Japan,1730347
25/12/2021,Greenland,2249
25/12/2021,South Africa,3407937
25/12/2021,India,34786802
26/12/2021,China,101125
26/12/2021,Chile,1800280
26/12/2021,Australia,310478
26/12/2021,Egypt,381343
26/12/2021,United Kingdom,12156156
26/12/2021,United States,52366988
26/12/2021,Hungary,1237330
26/12/2021,Japan,1730572
26/12/2021,Greenland,2249
26/12/2021,South Africa,3413540
26/12/2021,India,34793333
27/12/2021,China,101486
27/12/2021,Chile,1801033
27/12/2021,Australia,322275
27/12/2021,Egypt,382194
27/12/2021,United Kingdom,12263927
27/12/2021,United States,52867222
27/12/2021,Hungary,1245319
27/12/2021,Japan,1730735
27/12/2021,Greenland,2306
27/12/2021,South Africa,3417318
27/12/2021,India,34799691
28/12/2021,China,101683
28/12/2021,Chile,1801795
28/12/2021,Australia,339953
28/12/2021,Egypt,383003
28/12/2021,United Kingdom,12402073
28/12/2021,United States,53228997
28/12/2021,Hungary,1246689
28/12/2021,Japan,1731048
28/12/2021,Greenland,2437
28/12/2021,South Africa,3424534
28/12/2021,India,34808886
29/12/2021,China,101890
29/12/2021,Chile,1802891
29/12/2021,Australia,361322
29/12/2021,Egypt,383857
29/12/2021,United Kingdom,12584985
29/12/2021,United States,53730965
29/12/2021,Hungary,1249694
29/12/2021,Japan,1731446
29/12/2021,Greenland,2437
29/12/2021,South Africa,3433554
29/12/2021,India,34822040
30/12/2021,China,102085
30/12/2021,Chile,1804682
30/12/2021,Australia,395133
30/12/2021,Egypt,384728
30/12/2021,United Kingdom,12774047
30/12/2021,United States,54321539
30/12/2021,Hungary,1253055
30/12/2021,Japan,1731878
30/12/2021,Greenland,2610
30/12/2021,South Africa,3446532
30/12/2021,India,34838804
31/12/2021,China,102314
31/12/2021,Chile,1806494
31/12/2021,Australia,425496
31/12/2021,Egypt,385575
31/12/2021,United Kingdom,12964690
31/12/2021,United States,54835445
31/12/2021,Hungary,1256415
31/12/2021,Japan,1732296
31/12/2021,Greenland,2611
31/12/2021,South Africa,3458286
31/12/2021,India,34861579
01/01/2022,China,102505
01/01/2022,Chile,1808398
01/01/2022,Australia,462955
01/01/2022,Egypt,386358
01/01/2022,United Kingdom,13127967
01/01/2022,United States,55024405
01/01/2022,Hungary,1256415
01/01/2022,Japan,1732752
01/01/2022,Greenland,2611
01/01/2022,South Africa,3468079
01/01/2022,India,34889132
02/01/2022,China,102666
02/01/2022,Chile,1810302
02/01/2022,Australia,492563
02/01/2022,Egypt,387159
02/01/2022,United Kingdom,13263481
02/01/2022,United States,55310021
02/01/2022,Hungary,1256415
02/01/2022,Japan,1733229
02/01/2022,Greenland,2611
02/01/2022,South Africa,3472436
02/01/2022,India,34922882
03/01/2022,China,102841
03/01/2022,Chile,1811297
03/01/2022,Australia,537308
03/01/2022,Egypt,387882
03/01/2022,United Kingdom,13451558
03/01/2022,United States,56353960
03/01/2022,Hungary,1262280
03/01/2022,Japan,1733901
03/01/2022,Greenland,2930
03/01/2022,South Africa,3475512
03/01/2022,India,34960261
04/01/2022,China,102932
04/01/2022,Chile,1812348
04/01/2022,Australia,608803
04/01/2022,Egypt,388651
04/01/2022,United Kingdom,13670848
04/01/2022,United States,57165793
04/01/2022,Hungary,1264709
04/01/2022,Japan,1735050
04/01/2022,Greenland,3134
04/01/2022,South Africa,3483590
04/01/2022,India,35018358
05/01/2022,China,103121
05/01/2022,Chile,1814188
05/01/2022,Australia,684229
05/01/2022,Egypt,389454
05/01/2022,United Kingdom,13865342
05/01/2022,United States,57828317
05/01/2022,Hungary,1269979
05/01/2022,Japan,1737540
05/01/2022,Greenland,3404
05/01/2022,South Africa,3494696
05/01/2022,India,35109286
06/01/2022,China,103295
06/01/2022,Chile,1817300
06/01/2022,Australia,762458
06/01/2022,Egypt,390294
06/01/2022,United Kingdom,14045858
06/01/2022,United States,58662968
06/01/2022,Hungary,1276433
06/01/2022,Japan,1741837
06/01/2022,Greenland,3404
06/01/2022,South Africa,3504554
06/01/2022,India,35226386
07/01/2022,China,103454
07/01/2022,Chile,1821071
07/01/2022,Australia,860550
07/01/2022,Egypt,391115
07/01/2022,United Kingdom,14224902
07/01/2022,United States,59532669
07/01/2022,Hungary,1282957
07/01/2022,Japan,1747907
07/01/2022,Greenland,3995
07/01/2022,South Africa,3513813
07/01/2022,India,35368372
08/01/2022,China,103619
08/01/2022,Chile,1825417
08/01/2022,Australia,972457
08/01/2022,Egypt,391945
08/01/2022,United Kingdom,14366257
08/01/2022,United States,59930489
08/01/2022,Hungary,1282957
08/01/2022,Japan,1756209
08/01/2022,Greenland,4499
08/01/2022,South Africa,3521572
08/01/2022,India,35528004
09/01/2022,China,103776
09/01/2022,Chile,1829437
09/01/2022,Australia,1045291
09/01/2022,Egypt,392857
09/01/2022,United Kingdom,14508222
09/01/2022,United States,60415679
09/01/2022,Hungary,1282957
09/01/2022,Japan,1764280
09/01/2022,Greenland,4996
09/01/2022,South Africa,3526054
09/01/2022,India,35707727
10/01/2022,China,103968
10/01/2022,Chile,1833478
10/01/2022,Australia,1139097
10/01/2022,Egypt,393808
10/01/2022,United Kingdom,14650923
10/01/2022,United States,61797692
10/01/2022,Hungary,1297612
10/01/2022,Japan,1770545
10/01/2022,Greenland,5472
10/01/2022,South Africa,3528463
10/01/2022,India,35875790
11/01/2022,China,104189
11/01/2022,Chile,1837390
11/01/2022,Australia,1223505
11/01/2022,Egypt,394740
11/01/2022,United Kingdom,14766757
11/01/2022,United States,62584114
11/01/2022,Hungary,1300994
11/01/2022,Japan,1776780
11/01/2022,Greenland,5996
11/01/2022,South Africa,3534131
11/01/2022,India,36070510
12/01/2022,China,104379
12/01/2022,Chile,1842218
12/01/2022,Australia,1398776
12/01/2022,Egypt,395688
12/01/2022,United Kingdom,14896846
12/01/2022,United States,63433084
12/01/2022,Hungary,1308877
12/01/2022,Japan,1789824
12/01/2022,Greenland,6453
12/01/2022,South Africa,3540891
12/01/2022,India,36317927
13/01/2022,China,104580
13/01/2022,Chile,1849465
13/01/2022,Australia,1526961
13/01/2022,Egypt,396699
13/01/2022,United Kingdom,15002941
13/01/2022,United States,64294792
13/01/2022,Hungary,1318093
13/01/2022,Japan,1808501
13/01/2022,Greenland,7083
13/01/2022,South Africa,3546808
13/01/2022,India,36582129
14/01/2022,China,104745
14/01/2022,Chile,1857764
14/01/2022,Australia,1613249
14/01/2022,Egypt,397778
14/01/2022,United Kingdom,15101950
14/01/2022,United States,65174517
14/01/2022,Hungary,1327014
14/01/2022,Japan,1830381
14/01/2022,Greenland,7083
14/01/2022,South Africa,3552043
14/01/2022,India,36850962
15/01/2022,China,104864
15/01/2022,Chile,1867101
15/01/2022,Australia,1726116
15/01/2022,Egypt,398879
15/01/2022,United Kingdom,15183052
15/01/2022,United States,65583812
15/01/2022,Hungary,1327014
15/01/2022,Japan,1856002
15/01/2022,Greenland,7083
15/01/2022,South Africa,3556633
15/01/2022,India,37122164
16/01/2022,China,105087
16/01/2022,Chile,1876610
16/01/2022,Australia,1786007
16/01/2022,Egypt,400076
16/01/2022,United Kingdom,15253559
16/01/2022,United States,66063709
16/01/2022,Hungary,1327014
16/01/2022,Japan,1881481
16/01/2022,Greenland,7871
16/01/2022,South Africa,3559292
16/01/2022,India,37380253
17/01/2022,China,105258
17/01/2022,Chile,1885540
17/01/2022,Australia,1870362
17/01/2022,Egypt,401308
17/01/2022,United Kingdom,15341989
17/01/2022,United States,66736359
17/01/2022,Hungary,1348233
17/01/2022,Japan,1902304
17/01/2022,Greenland,8025
17/01/2022,South Africa,3560921
17/01/2022,India,37618271
18/01/2022,China,105345
18/01/2022,Chile,1893115
18/01/2022,Australia,1954977
18/01/2022,Egypt,402611
18/01/2022,United Kingdom,15436147
18/01/2022,United States,67865804
18/01/2022,Hungary,1355084
18/01/2022,Japan,1934391
18/01/2022,Greenland,8790
18/01/2022,South Africa,3564578
18/01/2022,India,37901241
19/01/2022,China,105411
19/01/2022,Chile,1902657
19/01/2022,Australia,2022581
19/01/2022,Egypt,403990
19/01/2022,United Kingdom,15543986
19/01/2022,United States,68773919
19/01/2022,Hungary,1369974
19/01/2022,Japan,1975761
19/01/2022,Greenland,9014
19/01/2022,South Africa,3564578
19/01/2022,India,38218773
20/01/2022,China,105484
20/01/2022,Chile,1916522
20/01/2022,Australia,2086522
20/01/2022,Egypt,405393
20/01/2022,United Kingdom,15650888
20/01/2022,United States,69506532
20/01/2022,Hungary,1385500
20/01/2022,Japan,2021758
20/01/2022,Greenland,9256
20/01/2022,South Africa,3572860
20/01/2022,India,38566027
21/01/2022,China,105547
21/01/2022,Chile,1934204
21/01/2022,Australia,2129688
21/01/2022,Egypt,406926
21/01/2022,United Kingdom,15747013
21/01/2022,United States,70347617
21/01/2022,Hungary,1401457
21/01/2022,Japan,2071471
21/01/2022,Greenland,9407
21/01/2022,South Africa,3576379
21/01/2022,India,38903731
22/01/2022,China,105605
22/01/2022,Chile,1949675
22/01/2022,Australia,2196870
22/01/2022,Egypt,408495
22/01/2022,United Kingdom,15822748
22/01/2022,United States,70651460
22/01/2022,Hungary,1401457
22/01/2022,Japan,2125882
22/01/2022,Greenland,9485
22/01/2022,South Africa,3579428
22/01/2022,India,39237264
23/01/2022,China,105660
23/01/2022,Chile,1965393
23/01/2022,Australia,2229104
23/01/2022,Egypt,410098
23/01/2022,United Kingdom,15897876
23/01/2022,United States,71016688
23/01/2022,Hungary,1401457
23/01/2022,Japan,2175719
23/01/2022,Greenland,9485
23/01/2022,South Africa,3581359
23/01/2022,India,39543328
24/01/2022,China,105705
24/01/2022,Chile,1984190
24/01/2022,Australia,2287126
24/01/2022,Egypt,411749
24/01/2022,United Kingdom,15992512
24/01/2022,United States,71936217
24/01/2022,Hungary,1441385
24/01/2022,Japan,2220382
24/01/2022,Greenland,9823
24/01/2022,South Africa,3582691
24/01/2022,India,39799202
25/01/2022,China,105749
25/01/2022,Chile,2001346
25/01/2022,Australia,2340046
25/01/2022,Egypt,413558
25/01/2022,United Kingdom,16086869
25/01/2022,United States,72430323
25/01/2022,Hungary,1451102
25/01/2022,Japan,2282871
25/01/2022,Greenland,10028
25/01/2022,South Africa,3585888
25/01/2022,India,40085116
26/01/2022,China,105811
26/01/2022,Chile,2020082
26/01/2022,Australia,2391062
26/01/2022,Egypt,415468
26/01/2022,United Kingdom,16188963
26/01/2022,United States,73055083
26/01/2022,Hungary,1471276
26/01/2022,Japan,2354358
26/01/2022,Greenland,10157
26/01/2022,South Africa,3590399
26/01/2022,India,40371500
27/01/2022,China,105875
27/01/2022,Chile,2045874
27/01/2022,Australia,2457285
27/01/2022,Egypt,417453
27/01/2022,United Kingdom,16285582
27/01/2022,United States,73561374
27/01/2022,Hungary,1490489
27/01/2022,Japan,2433094
27/01/2022,Greenland,10359
27/01/2022,South Africa,3594499
27/01/2022,India,40622709
28/01/2022,China,105934
28/01/2022,Chile,2075703
28/01/2022,Australia,2523265
28/01/2022,Egypt,419460
28/01/2022,United Kingdom,16374516
28/01/2022,United States,74175780
28/01/2022,Hungary,1508358
28/01/2022,Japan,2514804
28/01/2022,Greenland,10533
28/01/2022,South Africa,3598288
28/01/2022,India,40858241
29/01/2022,China,106015
29/01/2022,Chile,2107612
29/01/2022,Australia,2570523
29/01/2022,Egypt,421478
29/01/2022,United Kingdom,16447073
29/01/2022,United States,74355127
29/01/2022,Hungary,1508358
29/01/2022,Japan,2599599
29/01/2022,Greenland,10627
29/01/2022,South Africa,3601630
29/01/2022,India,41092522
30/01/2022,China,106073
30/01/2022,Chile,2137743
30/01/2022,Australia,2607242
30/01/2022,Egypt,423688
30/01/2022,United Kingdom,16509893
30/01/2022,United States,74553306
30/01/2022,Hungary,1508358
30/01/2022,Japan,2677602
30/01/2022,Greenland,10662
30/01/2022,South Africa,3603856
30/01/2022,India,41302440
31/01/2022,China,106139
31/01/2022,Chile,2165984
31/01/2022,Australia,2580386
31/01/2022,Egypt,425911
31/01/2022,United Kingdom,17357576
