date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
2021-03-19,China,4.0,0.0,90087.0,4636.0,53.0,0.0,125.0,0.0
2021-03-20,China,12.0,0.0,90099.0,4636.0,55.0,0.0,124.0,0.0
2021-03-21,China,7.0,0.0,90106.0,4636.0,57.0,0.0,112.0,0.0
2021-03-22,China,9.0,0.0,90115.0,4636.0,53.0,0.0,113.0,0.0
2021-03-23,China,10.0,0.0,90125.0,4636.0,59.0,0.0,118.0,0.0
2021-03-24,China,11.0,0.0,90136.0,4636.0,64.0,0.0,118.0,0.0
2021-03-25,China,11.0,0.0,90147.0,4636.0,64.0,0.0,120.0,0.0
2021-03-26,China,12.0,0.0,90159.0,4636.0,72.0,0.0,125.0,0.0
2021-03-27,China,11.0,0.0,90170.0,4636.0,71.0,0.0,126.0,0.0
2021-03-28,China,12.0,0.0,90182.0,4636.0,76.0,0.0,133.0,0.0
2021-03-29,China,8.0,0.0,90190.0,4636.0,75.0,0.0,128.0,0.0
2021-03-30,China,11.0,0.0,90201.0,4636.0,76.0,0.0,135.0,0.0
2021-03-31,China,16.0,0.0,90217.0,4636.0,81.0,0.0,145.0,0.0
2021-04-01,China,9.0,0.0,90226.0,4636.0,79.0,0.0,143.0,0.0
2021-04-02,China,26.0,0.0,90252.0,4636.0,93.0,0.0,165.0,0.0
2021-04-03,China,20.0,0.0,90272.0,4636.0,102.0,0.0,173.0,0.0
2021-04-04,China,33.0,0.0,90305.0,4636.0,123.0,0.0,199.0,0.0
2021-04-05,China,24.0,0.0,90329.0,4636.0,139.0,0.0,214.0,0.0
2021-04-06,China,12.0,0.0,90341.0,4636.0,140.0,0.0,216.0,0.0
2021-04-07,China,24.0,0.0,90365.0,4636.0,148.0,0.0,229.0,0.0
2021-04-08,China,21.0,0.0,90386.0,4636.0,160.0,0.0,239.0,0.0
2021-04-09,China,14.0,0.0,90400.0,4636.0,148.0,0.0,241.0,0.0
2021-04-10,China,10.0,0.0,90410.0,4636.0,138.0,0.0,240.0,0.0
2021-04-11,China,16.0,0.0,90426.0,4636.0,121.0,0.0,244.0,0.0
2021-04-12,China,9.0,0.0,90435.0,4636.0,106.0,0.0,245.0,0.0
2021-04-13,China,12.0,0.0,90447.0,4636.0,106.0,0.0,246.0,0.0
2021-04-14,China,10.0,0.0,90457.0,4636.0,92.0,0.0,240.0,0.0
2021-04-15,China,11.0,0.0,90468.0,4636.0,82.0,0.0,242.0,0.0
2021-04-16,China,15.0,0.0,90483.0,4636.0,83.0,0.0,231.0,0.0
2021-04-17,China,16.0,0.0,90499.0,4636.0,89.0,0.0,227.0,0.0
2021-04-18,China,11.0,0.0,90510.0,4636.0,84.0,0.0,205.0,0.0
2021-04-19,China,10.0,0.0,90520.0,4636.0,85.0,0.0,191.0,0.0
2021-04-20,China,21.0,0.0,90541.0,4636.0,94.0,0.0,200.0,0.0
2021-04-21,China,6.0,0.0,90547.0,4636.0,90.0,0.0,182.0,0.0
2021-04-22,China,19.0,0.0,90566.0,4636.0,98.0,0.0,180.0,0.0
2021-04-23,China,9.0,0.0,90575.0,4636.0,92.0,0.0,175.0,0.0
2021-04-24,China,13.0,0.0,90588.0,4636.0,89.0,0.0,178.0,0.0
2021-04-25,China,11.0,0.0,90599.0,4636.0,89.0,0.0,173.0,0.0
2021-04-26,China,11.0,0.0,90610.0,4636.0,90.0,0.0,175.0,0.0
2021-04-27,China,12.0,0.0,90622.0,4636.0,81.0,0.0,175.0,0.0
2021-04-28,China,20.0,0.0,90642.0,4636.0,95.0,0.0,185.0,0.0
2021-04-29,China,13.0,0.0,90655.0,4636.0,89.0,0.0,187.0,0.0
2021-04-30,China,16.0,0.0,90671.0,4636.0,96.0,0.0,188.0,0.0
2021-05-01,China,15.0,0.0,90686.0,4636.0,98.0,0.0,187.0,0.0
2021-05-02,China,11.0,0.0,90697.0,4636.0,98.0,0.0,187.0,0.0
2021-05-03,China,17.0,0.0,90714.0,4636.0,104.0,0.0,194.0,0.0
2021-05-04,China,7.0,0.0,90721.0,4636.0,99.0,0.0,180.0,0.0
2021-05-05,China,5.0,0.0,90726.0,4636.0,84.0,0.0,179.0,0.0
2021-05-06,China,13.0,0.0,90739.0,4636.0,84.0,0.0,173.0,0.0
2021-05-07,China,7.0,0.0,90746.0,4636.0,75.0,0.0,171.0,0.0
2021-05-08,China,12.0,0.0,90758.0,4636.0,72.0,0.0,170.0,0.0
2021-05-09,China,11.0,0.0,90769.0,4636.0,72.0,0.0,170.0,0.0
2021-05-10,China,14.0,0.0,90783.0,4636.0,69.0,0.0,173.0,0.0
2021-05-11,China,16.0,0.0,90799.0,4636.0,78.0,0.0,177.0,0.0
2021-05-12,China,9.0,0.0,90808.0,4636.0,82.0,0.0,166.0,0.0
2021-05-13,China,7.0,0.0,90815.0,4636.0,76.0,0.0,160.0,0.0
2021-05-14,China,14.0,0.0,90829.0,4636.0,83.0,0.0,158.0,0.0
2021-05-15,China,18.0,0.0,90847.0,4636.0,89.0,0.0,161.0,0.0
2021-05-16,China,25.0,0.0,90872.0,4636.0,103.0,0.0,175.0,0.0
2021-05-17,China,22.0,0.0,90894.0,4636.0,111.0,0.0,180.0,0.0
2021-05-18,China,14.0,0.0,90908.0,4636.0,109.0,0.0,187.0,0.0
2021-05-19,China,12.0,0.0,90920.0,4636.0,112.0,0.0,194.0,0.0
2021-05-20,China,24.0,0.0,90944.0,4636.0,129.0,0.0,205.0,0.0
2021-05-21,China,10.0,0.0,90954.0,4636.0,125.0,0.0,208.0,0.0
2021-05-22,China,19.0,0.0,90973.0,4636.0,126.0,0.0,215.0,0.0
2021-05-23,China,18.0,0.0,90991.0,4636.0,119.0,0.0,222.0,0.0
2021-05-24,China,15.0,0.0,91006.0,4636.0,112.0,0.0,223.0,0.0
2021-05-25,China,13.0,0.0,91019.0,4636.0,111.0,0.0,220.0,0.0
2021-05-26,China,19.0,0.0,91038.0,4636.0,118.0,0.0,230.0,0.0
2021-05-27,China,7.0,0.0,91045.0,4636.0,101.0,0.0,230.0,0.0
2021-05-28,China,16.0,0.0,91061.0,4636.0,107.0,0.0,232.0,0.0
2021-05-29,China,11.0,0.0,91072.0,4636.0,99.0,0.0,225.0,0.0
2021-05-30,China,27.0,0.0,91099.0,4636.0,108.0,0.0,227.0,0.0
2021-05-31,China,23.0,0.0,91122.0,4636.0,116.0,0.0,228.0,0.0
2021-06-01,China,24.0,0.0,91146.0,4636.0,127.0,0.0,238.0,0.0
2021-06-02,China,24.0,0.0,91170.0,4636.0,132.0,0.0,250.0,0.0
2021-06-03,China,24.0,0.0,91194.0,4636.0,149.0,0.0,250.0,0.0
2021-06-04,China,24.0,0.0,91218.0,4636.0,157.0,0.0,264.0,0.0
2021-06-05,China,30.0,0.0,91248.0,4636.0,176.0,0.0,275.0,0.0
2021-06-06,China,19.0,0.0,91267.0,4636.0,168.0,0.0,276.0,0.0
2021-06-07,China,33.0,0.0,91300.0,4636.0,178.0,0.0,294.0,0.0
2021-06-08,China,16.0,0.0,91316.0,4636.0,170.0,0.0,297.0,0.0
2021-06-09,China,21.0,0.0,91337.0,4636.0,167.0,0.0,299.0,0.0
2021-06-10,China,22.0,0.0,91359.0,4636.0,165.0,0.0,314.0,0.0
2021-06-11,China,35.0,0.0,91394.0,4636.0,176.0,0.0,333.0,0.0
2021-06-12,China,34.0,0.0,91428.0,4636.0,180.0,0.0,356.0,0.0
2021-06-13,China,23.0,0.0,91451.0,4636.0,184.0,0.0,352.0,0.0
2021-06-14,China,20.0,0.0,91471.0,4636.0,171.0,0.0,349.0,0.0
2021-06-15,China,21.0,0.0,91492.0,4636.0,176.0,0.0,346.0,0.0
2021-06-16,China,19.0,0.0,91511.0,4636.0,174.0,0.0,341.0,0.0
2021-06-17,China,23.0,0.0,91534.0,4636.0,175.0,0.0,340.0,0.0
2021-06-18,China,30.0,0.0,91564.0,4636.0,170.0,0.0,346.0,0.0
2021-06-19,China,23.0,0.0,91587.0,4636.0,159.0,0.0,339.0,0.0
2021-06-20,China,17.0,0.0,91604.0,4636.0,153.0,0.0,337.0,0.0
2021-06-21,China,25.0,0.0,91629.0,4636.0,158.0,0.0,329.0,0.0
2021-06-22,China,24.0,0.0,91653.0,4636.0,161.0,0.0,337.0,0.0
2021-06-23,China,16.0,0.0,91669.0,4636.0,158.0,0.0,332.0,0.0
2021-06-24,China,24.0,0.0,91693.0,4636.0,159.0,0.0,334.0,0.0
2021-06-25,China,25.0,0.0,91718.0,4636.0,154.0,0.0,324.0,0.0
2021-06-26,China,14.0,0.0,91732.0,4636.0,145.0,0.0,304.0,0.0
2021-06-27,China,22.0,0.0,91754.0,4636.0,150.0,0.0,303.0,0.0
2021-06-28,China,17.0,0.0,91771.0,4636.0,142.0,0.0,300.0,0.0
2021-06-29,China,9.0,0.0,91780.0,4636.0,127.0,0.0,288.0,0.0
2021-06-30,China,12.0,0.0,91792.0,4636.0,123.0,0.0,281.0,0.0
2021-07-01,China,18.0,0.0,91810.0,4636.0,117.0,0.0,276.0,0.0
2021-07-02,China,23.0,0.0,91833.0,4636.0,115.0,0.0,269.0,0.0
2021-07-03,China,14.0,0.0,91847.0,4636.0,115.0,0.0,260.0,0.0
2021-07-04,China,22.0,0.0,91869.0,4636.0,115.0,0.0,265.0,0.0
2021-07-05,China,23.0,0.0,91892.0,4636.0,121.0,0.0,263.0,0.0
2021-07-06,China,57.0,0.0,91949.0,4636.0,169.0,0.0,296.0,0.0
2021-07-07,China,17.0,0.0,91966.0,4636.0,174.0,0.0,297.0,0.0
2021-07-08,China,23.0,0.0,91989.0,4636.0,179.0,0.0,296.0,0.0
2021-07-09,China,26.0,0.0,92015.0,4636.0,182.0,0.0,297.0,0.0
2021-07-10,China,0.0,0.0,92015.0,4636.0,168.0,0.0,283.0,0.0
2021-07-11,China,51.0,0.0,92066.0,4636.0,197.0,0.0,312.0,0.0
2021-07-12,China,29.0,0.0,92095.0,4636.0,203.0,0.0,324.0,0.0
2021-07-13,China,24.0,0.0,92119.0,4636.0,170.0,0.0,339.0,0.0
2021-07-14,China,28.0,0.0,92147.0,4636.0,181.0,0.0,355.0,0.0
2021-07-15,China,36.0,0.0,92183.0,4636.0,194.0,0.0,373.0,0.0
2021-07-16,China,30.0,0.0,92213.0,4636.0,198.0,0.0,380.0,0.0
2021-07-17,China,33.0,0.0,92246.0,4636.0,231.0,0.0,399.0,0.0
2021-07-18,China,31.0,0.0,92277.0,4636.0,211.0,0.0,408.0,0.0
2021-07-19,China,65.0,0.0,92342.0,4636.0,247.0,0.0,450.0,0.0
2021-07-20,China,0.0,0.0,92342.0,4636.0,223.0,0.0,393.0,0.0
2021-07-21,China,72.0,0.0,92414.0,4636.0,267.0,0.0,448.0,0.0
2021-07-22,China,48.0,0.0,92462.0,4636.0,279.0,0.0,473.0,0.0
2021-07-23,China,72.0,3.0,92534.0,4639.0,321.0,3.0,519.0,3.0
2021-07-24,China,,,92529.0,4636.0,,,,
2021-07-25,China,76.0,0.0,92605.0,4636.0,,,,
2021-07-26,China,71.0,0.0,92676.0,4636.0,,,,
2021-07-27,China,86.0,0.0,92762.0,4636.0,,,,
2021-07-28,China,49.0,0.0,92811.0,4636.0,,,,
2021-07-29,China,66.0,0.0,92877.0,4636.0,,,,
2021-07-30,China,53.0,0.0,92930.0,4636.0,,,,
2021-07-31,China,77.0,0.0,93007.0,4636.0,478.0,0.0,,
2021-08-01,China,96.0,0.0,93103.0,4636.0,498.0,0.0,,
2021-08-02,China,90.0,0.0,93193.0,4636.0,517.0,0.0,,
2021-08-03,China,96.0,0.0,93289.0,4636.0,527.0,0.0,,
2021-08-04,China,85.0,0.0,93374.0,4636.0,563.0,0.0,,
2021-08-05,China,124.0,0.0,93498.0,4636.0,621.0,0.0,,
2021-08-06,China,107.0,0.0,93605.0,4636.0,675.0,0.0,,
2021-08-07,China,96.0,0.0,93701.0,4636.0,694.0,0.0,1172.0,0.0
2021-08-08,China,125.0,0.0,93826.0,4636.0,723.0,0.0,1221.0,0.0
2021-08-09,China,143.0,0.0,93969.0,4636.0,776.0,0.0,1293.0,0.0
2021-08-10,China,111.0,0.0,94080.0,4636.0,791.0,0.0,1318.0,0.0
2021-08-11,China,81.0,0.0,94161.0,4636.0,787.0,0.0,1350.0,0.0
2021-08-12,China,99.0,0.0,94260.0,4636.0,762.0,0.0,1383.0,0.0
2021-08-13,China,66.0,0.0,94326.0,4636.0,721.0,0.0,1396.0,0.0
2021-08-14,China,53.0,0.0,94379.0,4636.0,678.0,0.0,1372.0,0.0
2021-08-15,China,51.0,0.0,94430.0,4636.0,604.0,0.0,1327.0,0.0
2021-08-16,China,42.0,0.0,94472.0,4636.0,503.0,0.0,1279.0,0.0
2021-08-17,China,28.0,0.0,94500.0,4636.0,420.0,0.0,1211.0,0.0
2021-08-18,China,46.0,0.0,94546.0,4636.0,385.0,0.0,1172.0,0.0
2021-08-19,China,33.0,0.0,94579.0,4636.0,319.0,0.0,1081.0,0.0
2021-08-20,China,20.0,0.0,94599.0,4636.0,273.0,0.0,994.0,0.0
2021-08-21,China,32.0,0.0,94631.0,4636.0,252.0,0.0,930.0,0.0
2021-08-22,China,21.0,0.0,94652.0,4636.0,222.0,0.0,826.0,0.0
2021-08-23,China,35.0,0.0,94687.0,4636.0,215.0,0.0,718.0,0.0
2021-08-24,China,20.0,0.0,94707.0,4636.0,207.0,0.0,627.0,0.0
2021-08-25,China,26.0,0.0,94733.0,4636.0,187.0,0.0,572.0,0.0
2021-08-26,China,32.0,0.0,94765.0,4636.0,186.0,0.0,505.0,0.0
2021-08-27,China,21.0,0.0,94786.0,4636.0,187.0,0.0,460.0,0.0
2021-08-28,China,33.0,0.0,94819.0,4636.0,188.0,0.0,440.0,0.0
2021-08-29,China,23.0,0.0,94842.0,4636.0,190.0,0.0,412.0,0.0
2021-08-30,China,37.0,0.0,94879.0,4636.0,192.0,0.0,407.0,0.0
2021-08-31,China,19.0,0.0,94898.0,4636.0,191.0,0.0,398.0,0.0
2021-09-01,China,28.0,0.0,94926.0,4636.0,193.0,0.0,380.0,0.0
2021-09-02,China,28.0,0.0,94954.0,4636.0,189.0,0.0,375.0,0.0
2021-09-03,China,28.0,0.0,94982.0,4636.0,196.0,0.0,383.0,0.0
2021-09-04,China,28.0,0.0,95010.0,4636.0,191.0,0.0,379.0,0.0
2021-09-05,China,18.0,0.0,95028.0,4636.0,186.0,0.0,376.0,0.0
2021-09-06,China,36.0,0.0,95064.0,4636.0,185.0,0.0,377.0,0.0
2021-09-07,China,19.0,0.0,95083.0,4636.0,185.0,0.0,376.0,0.0
2021-09-08,China,28.0,0.0,95111.0,4636.0,185.0,0.0,378.0,0.0
2021-09-09,China,17.0,0.0,95128.0,4636.0,174.0,0.0,363.0,0.0
2021-09-10,China,25.0,0.0,95153.0,4636.0,171.0,0.0,367.0,0.0
2021-09-11,China,46.0,0.0,95199.0,4636.0,189.0,0.0,380.0,0.0
2021-09-12,China,49.0,0.0,95248.0,4636.0,220.0,0.0,406.0,0.0
2021-09-13,China,92.0,0.0,95340.0,4636.0,276.0,0.0,461.0,0.0
2021-09-14,China,73.0,0.0,95413.0,4636.0,330.0,0.0,515.0,0.0
2021-09-15,China,80.0,0.0,95493.0,4636.0,382.0,0.0,567.0,0.0
2021-09-16,China,84.0,0.0,95577.0,4636.0,449.0,0.0,623.0,0.0
2021-09-17,China,46.0,0.0,95623.0,4636.0,470.0,0.0,641.0,0.0
2021-09-18,China,66.0,0.0,95689.0,4636.0,490.0,0.0,679.0,0.0
2021-09-19,China,49.0,0.0,95738.0,4636.0,490.0,0.0,710.0,0.0
2021-09-20,China,72.0,0.0,95810.0,4636.0,470.0,0.0,746.0,0.0
2021-09-21,China,41.0,0.0,95851.0,4636.0,438.0,0.0,768.0,0.0
2021-09-22,China,43.0,0.0,95894.0,4636.0,401.0,0.0,783.0,0.0
2021-09-23,China,54.0,0.0,95948.0,4636.0,371.0,0.0,820.0,0.0
2021-09-24,China,38.0,0.0,95986.0,4636.0,363.0,0.0,833.0,0.0
2021-09-25,China,29.0,0.0,96015.0,4636.0,326.0,0.0,816.0,0.0
2021-09-26,China,35.0,0.0,96050.0,4636.0,312.0,0.0,802.0,0.0
2021-09-27,China,31.0,0.0,96081.0,4636.0,271.0,0.0,741.0,0.0
2021-09-28,China,25.0,0.0,96106.0,4636.0,255.0,0.0,693.0,0.0
2021-09-29,China,22.0,0.0,96128.0,4636.0,234.0,0.0,635.0,0.0
2021-09-30,China,34.0,0.0,96162.0,4636.0,214.0,0.0,585.0,0.0
2021-10-01,China,41.0,0.0,96203.0,4636.0,217.0,0.0,580.0,0.0
2021-10-02,China,28.0,0.0,96231.0,4636.0,216.0,0.0,542.0,0.0
2021-10-03,China,27.0,0.0,96258.0,4636.0,208.0,0.0,520.0,0.0
2021-10-04,China,26.0,0.0,96284.0,4636.0,203.0,0.0,474.0,0.0
2021-10-05,China,26.0,0.0,96310.0,4636.0,204.0,0.0,459.0,0.0
2021-10-06,China,25.0,0.0,96335.0,4636.0,207.0,0.0,441.0,0.0
2021-10-07,China,22.0,0.0,96357.0,4636.0,195.0,0.0,409.0,0.0
2021-10-08,China,17.0,0.0,96374.0,4636.0,171.0,0.0,388.0,0.0
2021-10-09,China,24.0,0.0,96398.0,4636.0,167.0,0.0,383.0,0.0
2021-10-10,China,25.0,0.0,96423.0,4636.0,165.0,0.0,373.0,0.0
2021-10-11,China,12.0,0.0,96435.0,4636.0,151.0,0.0,354.0,0.0
2021-10-12,China,22.0,0.0,96457.0,4636.0,147.0,0.0,351.0,0.0
2021-10-13,China,26.0,0.0,96483.0,4636.0,148.0,0.0,355.0,0.0
2021-10-14,China,5.0,0.0,96488.0,4636.0,131.0,0.0,326.0,0.0
2021-10-15,China,14.0,0.0,96502.0,4636.0,128.0,0.0,299.0,0.0
2021-10-16,China,21.0,0.0,96523.0,4636.0,125.0,0.0,292.0,0.0
2021-10-17,China,27.0,0.0,96550.0,4636.0,127.0,0.0,292.0,0.0
2021-10-18,China,21.0,0.0,96571.0,4636.0,136.0,0.0,287.0,0.0
2021-10-19,China,30.0,0.0,96601.0,4636.0,144.0,0.0,291.0,0.0
2021-10-20,China,21.0,0.0,96622.0,4636.0,139.0,0.0,287.0,0.0
2021-10-21,China,48.0,0.0,96670.0,4636.0,182.0,0.0,313.0,0.0
2021-10-22,China,45.0,0.0,96715.0,4636.0,213.0,0.0,341.0,0.0
2021-10-23,China,44.0,0.0,96759.0,4636.0,236.0,0.0,361.0,0.0
2021-10-24,China,38.0,0.0,96797.0,4636.0,247.0,0.0,374.0,0.0
2021-10-25,China,63.0,0.0,96860.0,4636.0,289.0,0.0,425.0,0.0
2021-10-26,China,39.0,0.0,96899.0,4636.0,298.0,0.0,442.0,0.0
2021-10-27,China,39.0,0.0,96938.0,4636.0,316.0,0.0,455.0,0.0
2021-10-28,China,64.0,0.0,97002.0,4636.0,332.0,0.0,514.0,0.0
2021-10-29,China,78.0,0.0,97080.0,4636.0,365.0,0.0,578.0,0.0
2021-10-30,China,72.0,0.0,97152.0,4636.0,393.0,0.0,629.0,0.0
2021-10-31,China,91.0,0.0,97243.0,4636.0,446.0,0.0,693.0,0.0
2021-11-01,China,71.0,0.0,97314.0,4636.0,454.0,0.0,743.0,0.0
2021-11-02,China,110.0,0.0,97424.0,4636.0,525.0,0.0,823.0,0.0
2021-11-03,China,103.0,0.0,97527.0,4636.0,589.0,0.0,905.0,0.0
2021-11-04,China,78.0,0.0,97605.0,4636.0,603.0,0.0,935.0,0.0
2021-11-05,China,60.0,0.0,97665.0,4636.0,585.0,0.0,950.0,0.0
2021-11-06,China,69.0,0.0,97734.0,4636.0,582.0,0.0,975.0,0.0
2021-11-07,China,89.0,0.0,97823.0,4636.0,580.0,0.0,1026.0,0.0
2021-11-08,China,62.0,0.0,97885.0,4636.0,571.0,0.0,1025.0,0.0
2021-11-09,China,54.0,0.0,97939.0,4636.0,515.0,0.0,1040.0,0.0
2021-11-10,China,64.0,0.0,98003.0,4636.0,476.0,0.0,1065.0,0.0
2021-11-11,China,96.0,0.0,98099.0,4636.0,494.0,0.0,1097.0,0.0
2021-11-12,China,75.0,0.0,98174.0,4636.0,509.0,0.0,1094.0,0.0
2021-11-13,China,89.0,0.0,98263.0,4636.0,529.0,0.0,1111.0,0.0
2021-11-14,China,52.0,0.0,98315.0,4636.0,492.0,0.0,1072.0,0.0
2021-11-15,China,22.0,0.0,98337.0,4636.0,452.0,0.0,1023.0,0.0
2021-11-16,China,31.0,0.0,98368.0,4636.0,429.0,0.0,944.0,0.0
2021-11-17,China,35.0,0.0,98403.0,4636.0,400.0,0.0,876.0,0.0
2021-11-18,China,24.0,0.0,98427.0,4636.0,328.0,0.0,822.0,0.0
2021-11-19,China,23.0,0.0,98450.0,4636.0,276.0,0.0,785.0,0.0
2021-11-20,China,17.0,0.0,98467.0,4636.0,204.0,0.0,733.0,0.0
2021-11-21,China,38.0,0.0,98505.0,4636.0,190.0,0.0,682.0,0.0
2021-11-22,China,19.0,0.0,98524.0,4636.0,187.0,0.0,639.0,0.0
2021-11-23,China,22.0,0.0,98546.0,4636.0,178.0,0.0,607.0,0.0
2021-11-24,China,24.0,0.0,98570.0,4636.0,167.0,0.0,567.0,0.0
2021-11-25,China,13.0,0.0,98583.0,4636.0,156.0,0.0,484.0,0.0
2021-11-26,China,25.0,0.0,98608.0,4636.0,158.0,0.0,434.0,0.0
2021-11-27,China,23.0,0.0,98631.0,4636.0,164.0,0.0,368.0,0.0
2021-11-28,China,41.0,0.0,98672.0,4636.0,167.0,0.0,357.0,0.0
2021-11-29,China,39.0,0.0,98711.0,4636.0,187.0,0.0,374.0,0.0
2021-11-30,China,113.0,0.0,98824.0,4636.0,278.0,0.0,456.0,0.0
2021-12-01,China,73.0,0.0,98897.0,4636.0,327.0,0.0,494.0,0.0
2021-12-02,China,96.0,0.0,98993.0,4636.0,410.0,0.0,566.0,0.0
2021-12-03,China,90.0,0.0,99083.0,4636.0,475.0,0.0,633.0,0.0
2021-12-04,China,59.0,0.0,99142.0,4636.0,511.0,0.0,675.0,0.0
2021-12-05,China,61.0,0.0,99203.0,4636.0,531.0,0.0,698.0,0.0
2021-12-06,China,94.0,0.0,99297.0,4636.0,586.0,0.0,773.0,0.0
2021-12-07,China,74.0,0.0,99371.0,4636.0,547.0,0.0,825.0,0.0
2021-12-08,China,83.0,0.0,99454.0,4636.0,557.0,0.0,884.0,0.0
2021-12-09,China,63.0,0.0,99517.0,4636.0,524.0,0.0,934.0,0.0
2021-12-10,China,87.0,0.0,99604.0,4636.0,521.0,0.0,996.0,0.0
2021-12-11,China,75.0,0.0,99679.0,4636.0,537.0,0.0,1048.0,0.0
2021-12-12,China,101.0,0.0,99780.0,4636.0,577.0,0.0,1108.0,0.0
2021-12-13,China,76.0,0.0,99856.0,4636.0,559.0,0.0,1145.0,0.0
2021-12-14,China,69.0,0.0,99925.0,4636.0,554.0,0.0,1101.0,0.0
2021-12-15,China,75.0,0.0,100000.0,4636.0,546.0,0.0,1103.0,0.0
2021-12-16,China,76.0,0.0,100076.0,4636.0,559.0,0.0,1083.0,0.0
2021-12-17,China,125.0,0.0,100201.0,4636.0,597.0,0.0,1118.0,0.0
2021-12-18,China,83.0,0.0,100284.0,4636.0,605.0,0.0,1142.0,0.0
2021-12-19,China,102.0,0.0,100386.0,4636.0,606.0,0.0,1183.0,0.0
2021-12-20,China,81.0,0.0,100467.0,4636.0,611.0,0.0,1170.0,0.0
2021-12-21,China,78.0,0.0,100545.0,4636.0,620.0,0.0,1174.0,0.0
2021-12-22,China,99.0,0.0,100644.0,4636.0,644.0,0.0,1190.0,0.0
2021-12-23,China,87.0,0.0,100731.0,4636.0,655.0,0.0,1214.0,0.0
2021-12-24,China,140.0,0.0,100871.0,4636.0,670.0,0.0,1267.0,0.0
2021-12-25,China,46.0,0.0,100917.0,4636.0,633.0,0.0,1238.0,0.0
2021-12-26,China,208.0,0.0,101125.0,4636.0,739.0,0.0,1345.0,0.0
2021-12-27,China,361.0,0.0,101486.0,4636.0,1019.0,0.0,1630.0,0.0
2021-12-28,China,197.0,0.0,101683.0,4636.0,1138.0,0.0,1758.0,0.0
2021-12-29,China,207.0,0.0,101890.0,4636.0,1246.0,0.0,1890.0,0.0
2021-12-30,China,195.0,0.0,102085.0,4636.0,1354.0,0.0,2009.0,0.0
2021-12-31,China,229.0,0.0,102314.0,4636.0,1443.0,0.0,2113.0,0.0
2022-01-01,China,191.0,0.0,102505.0,4636.0,1588.0,0.0,2221.0,0.0
2022-01-02,China,161.0,0.0,102666.0,4636.0,1541.0,0.0,2280.0,0.0
2022-01-03,China,175.0,0.0,102841.0,4636.0,1355.0,0.0,2374.0,0.0
2022-01-04,China,91.0,0.0,102932.0,4636.0,1249.0,0.0,2387.0,0.0
2022-01-05,China,189.0,0.0,103121.0,4636.0,1231.0,0.0,2477.0,0.0
2022-01-06,China,174.0,0.0,103295.0,4636.0,1210.0,0.0,2564.0,0.0
2022-01-07,China,159.0,0.0,103454.0,4636.0,1140.0,0.0,2583.0,0.0
2022-01-08,China,165.0,0.0,103619.0,4636.0,1114.0,0.0,2702.0,0.0
2022-01-09,China,157.0,0.0,103776.0,4636.0,1110.0,0.0,2651.0,0.0
2022-01-10,China,192.0,0.0,103968.0,4636.0,1127.0,0.0,2482.0,0.0
2022-01-11,China,221.0,0.0,104189.0,4636.0,1257.0,0.0,2506.0,0.0
2022-01-12,China,190.0,0.0,104379.0,4636.0,1258.0,0.0,2489.0,0.0
2022-01-13,China,201.0,0.0,104580.0,4636.0,1285.0,0.0,2495.0,0.0
2022-01-14,China,165.0,0.0,104745.0,4636.0,1291.0,0.0,2431.0,0.0
2022-01-15,China,119.0,0.0,104864.0,4636.0,1245.0,0.0,2359.0,0.0
2022-01-16,China,223.0,0.0,105087.0,4636.0,1311.0,0.0,2421.0,0.0
2022-01-17,China,171.0,0.0,105258.0,4636.0,1290.0,0.0,2417.0,0.0
2022-01-18,China,87.0,0.0,105345.0,4636.0,1156.0,0.0,2413.0,0.0
2022-01-19,China,66.0,0.0,105411.0,4636.0,1032.0,0.0,2290.0,0.0
2022-01-20,China,73.0,0.0,105484.0,4636.0,904.0,0.0,2189.0,0.0
2022-01-21,China,63.0,0.0,105547.0,4636.0,802.0,0.0,2093.0,0.0
2022-01-22,China,58.0,0.0,105605.0,4636.0,741.0,0.0,1986.0,0.0
2022-01-23,China,55.0,0.0,105660.0,4636.0,573.0,0.0,1884.0,0.0
2022-01-24,China,45.0,0.0,105705.0,4636.0,447.0,0.0,1737.0,0.0
2022-01-25,China,44.0,0.0,105749.0,4636.0,404.0,0.0,1560.0,0.0
2022-01-26,China,62.0,0.0,105811.0,4636.0,400.0,0.0,1432.0,0.0
2022-01-27,China,64.0,0.0,105875.0,4636.0,391.0,0.0,1295.0,0.0
2022-01-28,China,59.0,0.0,105934.0,4636.0,387.0,0.0,1189.0,0.0
2022-01-29,China,81.0,0.0,106015.0,4636.0,410.0,0.0,1151.0,0.0
2022-01-30,China,58.0,0.0,106073.0,4636.0,413.0,0.0,986.0,0.0
2022-01-31,China,66.0,0.0,106139.0,4636.0,434.0,0.0,881.0,0.0
2022-02-01,China,63.0,0.0,106202.0,4636.0,453.0,0.0,857.0,0.0
2022-02-02,China,39.0,0.0,106241.0,4636.0,430.0,0.0,830.0,0.0
2022-02-03,China,29.0,0.0,106270.0,4636.0,395.0,0.0,786.0,0.0
2022-02-04,China,27.0,0.0,106297.0,4636.0,363.0,0.0,750.0,0.0
2022-02-05,China,43.0,0.0,106340.0,4636.0,325.0,0.0,735.0,0.0
2022-02-06,China,79.0,0.0,106419.0,4636.0,346.0,0.0,759.0,0.0
