date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
2022-02-07,China,105.0,0.0,106524.0,4636.0,385.0,0.0,819.0,0.0
2022-02-08,China,111.0,0.0,106635.0,4636.0,433.0,0.0,886.0,0.0
2022-02-09,China,28.0,0.0,106663.0,4636.0,422.0,0.0,852.0,0.0
2022-02-10,China,101.0,0.0,106764.0,4636.0,494.0,0.0,889.0,0.0
2022-02-11,China,99.0,0.0,106863.0,4636.0,566.0,0.0,929.0,0.0
2022-02-12,China,67.0,0.0,106930.0,4636.0,590.0,0.0,915.0,0.0
2022-02-13,China,84.0,0.0,107014.0,4636.0,595.0,0.0,941.0,0.0
2022-02-14,China,80.0,0.0,107094.0,4636.0,570.0,0.0,955.0,0.0
2022-02-15,China,102.0,0.0,107196.0,4636.0,561.0,0.0,994.0,0.0
2022-02-16,China,92.0,0.0,107288.0,4636.0,625.0,0.0,1047.0,0.0
2022-02-17,China,87.0,0.0,107375.0,4636.0,611.0,0.0,1105.0,0.0
2022-02-18,China,137.0,0.0,107512.0,4636.0,649.0,0.0,1215.0,0.0
2022-02-19,China,195.0,18.0,107707.0,4654.0,777.0,18.0,1367.0,18.0
2022-02-20,China,144.0,,107851.0,4636.0,837.0,,1432.0,
2022-02-21,China,138.0,0.0,107989.0,4636.0,895.0,,1465.0,
2022-02-22,China,205.0,0.0,108194.0,4636.0,998.0,,1559.0,
2022-02-23,China,186.0,0.0,108380.0,4636.0,1092.0,,1717.0,
2022-02-24,China,224.0,0.0,108604.0,4636.0,1229.0,,1840.0,
2022-02-25,China,249.0,0.0,108853.0,4636.0,1341.0,,1990.0,
2022-02-26,China,239.0,0.0,109092.0,4636.0,1385.0,,2162.0,
2022-02-27,China,234.0,0.0,109326.0,4636.0,1475.0,0.0,2312.0,
2022-02-28,China,200.0,0.0,109526.0,4636.0,1537.0,0.0,2432.0,
2022-03-01,China,224.0,0.0,109750.0,4636.0,1556.0,0.0,2554.0,
2022-03-02,China,214.0,0.0,109964.0,4636.0,1584.0,0.0,2676.0,
2022-03-03,China,294.0,0.0,110258.0,4636.0,1654.0,0.0,2883.0,
2022-03-04,China,281.0,0.0,110539.0,4636.0,1686.0,0.0,3027.0,
2022-03-05,China,329.0,0.0,110868.0,4636.0,1776.0,0.0,3161.0,
2022-03-06,China,327.0,0.0,111195.0,4636.0,1869.0,0.0,3344.0,0.0
2022-03-07,China,325.0,0.0,111520.0,4636.0,1994.0,0.0,3531.0,0.0
2022-03-08,China,337.0,0.0,111857.0,4636.0,2107.0,0.0,3663.0,0.0
2022-03-09,China,293.0,0.0,112150.0,4636.0,2186.0,0.0,3770.0,0.0
2022-03-10,China,790.0,0.0,112940.0,4636.0,2682.0,0.0,4336.0,0.0
2022-03-11,China,452.0,0.0,113392.0,4636.0,2853.0,0.0,4539.0,0.0
